Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1EECS,2018.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2018.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2018.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2018.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2019.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2019.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2019.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2019.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2020.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2020.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2020.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2020.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2021.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2021.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2021.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2021.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2022.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2022.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2022.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2022.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2023.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2023.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2023.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2023.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2024.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2024.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2024.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECS,2024.12,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Seasonally adjusted,
BDCQ.SF1EECT,2016.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2016.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2016.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2017.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2017.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2017.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2017.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2018.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2018.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2018.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2018.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2019.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2019.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2019.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2019.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2020.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2020.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2020.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2020.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2021.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2021.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2021.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2021.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2022.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2022.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2022.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2022.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2023.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2023.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2023.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2023.12,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2024.03,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2024.06,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2024.09,41541.633,Y,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1EECT,2024.12,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Construction,Current,Trend,
BDCQ.SF1FF1CA,2016.06,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2016.09,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2016.12,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2017.03,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2017.06,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2017.09,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2017.12,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2018.03,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2018.06,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2018.09,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2018.12,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2019.03,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2019.06,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2019.09,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2019.12,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2020.03,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2020.06,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2020.09,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2020.12,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2021.03,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2021.06,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2021.09,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2021.12,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2022.03,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2022.06,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2022.09,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2022.12,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2023.03,41541.633,Y,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
